id;recipe_id;step_number;step_description
1278;275;4;Disposez les roulés de façon espacé ensuite dans un moule à gratin huilé et mettez au four à 210°C pendant 25 minutes environ jusqu'à ce que la pate soit bien cuite.
1279;275;5;Quelques minutes avant la fin de la cuisson, saupoudrez de fromage rapé pour une pizza encore plus gourmande.Il est bien sur possible d'adapter cette recette selon vos gouts et d'ajouter ainsi le fromage de votre choix avec quelques légumes ou du poulet par exemple.
1280;276;1;Dans un récipient verser les farines, le sel et enfin l'eau. Mélanger bien pour obtenir une pâte lisse et homogène. Laisser reposer 1h.Pendant ce temps, préparer l'ail des ours. Les feuilles doivent être soigneusement nettoyées dans de l'eau vinaigrée puis séchées à l'aide d'une torchon propre. Ensuite hachez les finement.Ajouter à cette plante du fromage de chèvre frais et enfin des tomates séchées préalablement bien égouttées et hachées grossièrement. Si vous avez de la fleur de sel, vous pouvez mettre une petite pincée. Bien mélanger la garniture.L'ail des ours est forte en goût et avec ses 20 gr une fois hachée pour certain, cela peut être un peu trop. Alors mettez 15 gr au début et rajouter selon vos goûts au fur et à mesure. 
1281;276;2;"Après 1 h de repos, diviser la pâte en 4 pâtons. Sur un plan de travail que vous aurez au préalable saupoudré de farine, abaisser vos pâtons à l'aide d'un rouleau à pâtisserie sur 2-3 mm d'épaisseur pas plus. Étaler en forme de cercle puis au milieu ""tartiner"" de votre garniture en évitant bien les bords du rond de pâte. Ensuite refermer la paratha en pinçant chaque côtés comme sur la photo et retournez la (n'oubliez pas de mettre un peu de farine pour éviter que ça ne colle). Abaisser soigneusement à l'aide du rouleau de chaque côté pour lui faire prendre sa forme définitive et pour que la paratha soit bien plate.Petite précision également, essayez au maximum de ne pas trop superposer les côtés de la pâte au moment du pliage. "
1282;276;3;Dans une poêle chaude et huilée avec de l'huile d'olive par exemple, disposer votre paratha et retourner là plusieurs fois au cours de la cuisson pour avoir une cuisson homogène. Pendant La cuisson j'ai utilisé de l'essuie-tout plié pour bien appuyer sur la poêle chaude.Faites de même avec les autres pâtons. et surtout déguster aussitôt.Si vous faites de la garniture en trop, vous pouvez vous en servir pour tartiner des tranches de pain complet pour l'apéritif. Succès garantie 😉  
1283;277;1;Pour réaliser la pâte, versez la farine de blé et de sarrasin dans un récipient avec la pincée de sel. Mélangez puis ajoutez petite à petit l'eau tiède. Mélangez avec une cuillère en bois puis finissez à la main jusqu'à ce que la pâte soit homogène.Farinez légèrement votre plan du travail. Abaissez la pâte au rouleau et foncer la pâte à tarte dans un moule à tarte huilé de 28cmø.Coupez la pâte qui dépasse si besoin et piquez le fond de tarte avec une fourchette. Réservez.
1284;277;2;Coupez la base des asperges vertes sur 2 cm environ. Puis faites-les cuire 7-8 minutes soit dans l'eau chaude tête en haut à l'anglaise soit à la vapeur (ce que j'ai choisi). La cuisson terminée, mettez-le aussitôt dans un récipient d'eau froide pour quelles restent bien vertes.Pendant ce temps, enlevez la peau de vos pavés de saumon en vous aidant d'un couteau bien aiguisé. Puis coupez-les en lamelles.Ensuite coupez la base des pieds de champignons et lavez-les pour enlever la terre. Enfin coupez-les en lamelles. Réservez.Dans un récipient, versez les oeufs, le fromage de chèvre frais, l'huile d'olive et la moutarde. Assaisonnez en sel, poivre et aneth. Fouettez le mélange.Préchauffez le four à 180°C.Sur le fond de tarte versez de façon homogène les morceaux de champignons et de saumon. Puis versez sur le dessus la préparation aux oeufs.  Étalez si besoin avec une spatule souple. Puis sur le dessus versez la crème de soja. La crème ressortira sur la garniture, c'est utile et c'est plus jolie.Enfin disposez de façon harmonieuse les asperges vertes. Et enfournez pendant 35-40 min suivant la puissance de votre four.
1285;277;3;Si vous n'avez pas de chèvre frais, vous pouvez aussi émietter de la fêta en ayant fouetté au préalable le mélange. Il est également possible de mettre sur le dessus de la tarte des morceaux de bûche de fromage de chèvre. Enfin le saumon peut être remplacée par de la truite.
1286;278;1;Si vos petit pois sont frais, faites-les cuire en même temps à la vapeur que le potiron dans un petit récipient d'eau qui est bien souvent livré avec le cuiseur. Pour cela, placez-les dans le cuiseur 10 minutes avant la courge.Pendant ce temps, coupez le potiron en gros morceaux. Enlevez ses pépins avec une cuillère à soupe, puis épluchez-le avec un couteau avant de le couper en petits morceaux cette fois. Faites cuire ces morceaux dans un cuiseur vapeur pendant 20 minutes environ. Plus les morceaux seront petits, plus la cuisson sera rapide.Puis dans un récipient versez les oeufs, le fromage frais de type St Moret et l'oignon épluché et émincé. Fouettez le mélange jusqu'à ce qu'il soit homogène. Ajoutez ensuite les morceaux de courge tels quels bien égouttés, et fouettez. Ils vont automatiquement se transformer en purée lors du mélange. Ajoutez ensuite les petits pois, mélangez avec une spatule souple puis assaisonnez à votre convenance avec du curcuma, curry et cumin.Préchauffez le four à 180°C et préparez votre pâte à tarte.
1287;278;2;Versez tout d'abord la farine, la pincée de sel et les épices. Mélangez puis ajoutez l'huile d'olive et l'eau tiède. Mélangez la pâte puis pétrissez-la jusqu'à ce qu'elle soit homogène. Farinez le plan de travail, puis abaissez-la au rouleau à pâtisserie et foncez la pâte dans une moule à tarte huilé de 28cmø.Piquez le fond de tarte avec une fourchette. Puis versez la garniture sur le fond de tarte. Étalez-la avec la spatule souple puis enfournez pour 35 à 40 minutes suivant la puissance de votre four.La cuisson terminée, servez aussitôt avec du poisson, volaille ou canard et régalez-vous.
1288;278;3;Pour relever encore un peu plus cette recette, vous pouvez ajouter une gousse d'ail pressée que vous ferez rapidement revenir avec l'oignon émincé et de l'huile d'olive avant de les ajouter à la préparation.
1289;279;1;"Commencez par ôter les tiges des feuilles des épinards, puis rincez-les sous l'eau clair si besoin. Cuisez-les à la vapeur jusqu'à ce qu'elles soient complètement ""ramollies"". Pour cette opération comptez 30 min environ.Une fois que les 460g d'épinards cuits sont bien égouttés, réservez-les.Dans un récipient, versez le fromage frais, les oeufs et fouettez le mélange. Assaisonnez ensuite avec de l'ail déshydraté, du sel et du poivre.Ajoutez ensuite les épinards cuit dans l'appareil* à tarte et mélangez. Réservez.Pour la pâte versez la farine, le sel et l'eau tiède. Mélangez et pétrissez la pâte jusqu'à ce que la pâte brisée soit bien homogène. Farinez le plan de travail, abaissez la pâte* avec un rouleau à pâtisserie et foncez la pâte* dans le moule à tarte de 28cmø. Préchauffez le four à 180°C.Repliez les bords de pâte qui dépassent si besoin et piquez le fond de tarte avec une fourchette. Versez la garniture aux épinards, étalez-la de façon homogène et enfournez pendant 40 min environ.Avant la cuisson, j'ai saupoudré du parmesan râpé, monsieur n'aimant pas ce fromage là, ma tarte à alors une couche ""bi color"" 😉*Retrouvez tous les termes techniquse dans le glossaire du blog disponible via le menu principal."
1290;279;2;Il est possible de personnaliser cette recette en ajoutant du fromage de chèvre, de la feta, de la ricotta et/ou du saumon frais dans la garniture.
1291;280;1;Pour réaliser cette recette, il faut déjà préparer la pâte en versant le son d'avoine, la farine, l'huile d'olive, la pincée de sel. Mélangez et pétrissez la pâte à la main jusqu'à ce qu'elle soit homogène.Puis divisez-la en 10 pâtons égaux. Enfin abaissez-la du bout des doigts pour former des disques de pâte.Ensuite sur ce disque, ajoutez une cuillère de sauce tomate, des olives noires coupées dans la longueur et la feta Salakis que vous aurez coupé en petits cubes.Sur le dessus ajoutez un peu de fleur de sel, du basilic frais cisaillé et enfin les graines de sésame. Mettez-les pizzas au four pendant 12-13 min environ suivant la puissance de votre four. Et surtout, dégustez-les aussitôt.
1292;280;2;Pour les plus gourmands, il est possible de remplacer la sauce tomate par du pesto, de la tapenade ou du pesto rosso. Les portions étants bien gourmandes, privilégiez, des pizzas plus petites que vous pourrez manger d'une seule bouchée!
1293;281;1;Commencez par lavez vos légumes. Puis coupez les poivrons en lanières fines et enlevez bien la chair blanche et les pépins.Épluchez et émincez l'oignon. Versez-le dans un faitout avec un fond d'huile d'olive. Mélangez et faites-le colorer à feu doux. Ensuite épluchez les gousses d'ail et pressez-les. Ajoutez-les aux oignons. Mélangez. Ajoutez ensuite les poivrons coupés dans le faitout. Mélangez et laissez mijoter jusqu'à ce qu'ils soient bien tendre. Préparez ensuite les courgettes en les lavant sous l'eau clair. Coupez leurs extrémités et coupez-les en petits dés.
1294;281;2;Mélangez puis ajoutez les courgettes coupées en morceaux. Laissez mijoter.Pendant ce temps préparez la pâte à tarte en mélangeant simplement la farine, le sel, l'huile d'olive et l'eau tiède. Mélangez à la main jusqu'à obtenir une pâte homogène.Découpez un grand carré de papier de cuisson et abaissez la pâte à tarte à l'aide d'un rouleau à pâtisserie dessus. Puis foncez la pâte et son papier dans le fond du moule à tarte. Piquez le fond avec une fourchette pour éviter que la pâte ne gonfle.
1295;281;3;Préchauffez le four à 180°C.Enlevez la chair de votre cuisse de poulet rôti, puis disposez-la sur le fond de tarte.La garniture une fois cuite, arrêtez la cuisson et ajoutez 3 oeufs que vous mélangerez dans le faitout avec une cuillère en bois pour ne pas abîmer le fond. Ajoutez la garniture sur le poulet et étalez-la de façon uniforme.Enfournez la tarte pendant 40 minutes environ suivant la puissance de votre four.La cuisson terminée, servez aussitôt votre tarte et dégustez-la avec une petite salade.
1296;281;4;N'hésitez pas à ajouter sur le dessus de la tarte du fromage comme du parmesan râpé, de la ricotta, du gruyère ou même quelques rondelles de bûche de fromage de chèvre. Sinon faites comme moi et saupoudrez de la levure maltée.
1297;282;1;Ainsi pour réaliser cette recette, commencez par préparer vos poireaux. Pour cela, coupez leurs extrémités puis coupez-les en deux dans la longueur et rincez-les sous l'eau claire pour enlever la terre. Ensuite coupez-les en fines rondelles et faites-les cuire à la vapeur pendant 30 minutes environ. Égouttez-les bien.Pendant ce temps, préparez la pâte à tarte. Pour cela versez la farine de blé et de sarrasin dans un grand récipient. Ajoutez ensuite le sel, l'huile d'olive et l'eau. Mélangez la pâte jusqu'à ce qu'elle soit bien homogène. Abaissez-la au rouleau à pâtisserie, puis foncez la pâte dans un moule à tarte préalablement huilé.Piquez le fond de tarte avec une fourchette et préparez la garniture.
1298;282;2;Préchauffez le four à 180°C.Dans un récipient versez les oeufs et fouettez-les. Ajoutez ensuite les poireaux cuits et égouttés, les tranches de bacon coupées (gardez-en une de côté) en morceaux et mélangez. Assaisonnez en sel et poivre. Versez la préparation sur le fond de tarte.Coupez ensuite votre camembert en tranche et disposez-les de façon harmonieuse sur la tarte. Ajoutez sur le dessus une dernière tranche de bacon coupée en morceaux avec des éclats de noix et enfournez la tarte pour 40 minutes.La cuisson terminée, servez-votre tarte aussitôt.
1299;282;3;Il est également possible de remplacer les noix par des éclats de noisettes ou des pignons de pin. Le camembert peut être remplacé par du Roquefort, du bleu d’Auvergne ou de la fourme d’Ambert.Enfin il est possible d'ajouter des oignons caramélisés dans l'appareil à tarte* avant d'enfourner celle-ci.*Voir glossaire dans le menu principal du blog
1300;283;1;Dans une casserole d'eau bouillante, disposez vos filets de poulet. Une fois que ceux-ci sont blanchir à coeur.À l'aide de deux fourchette effilochez-les.Dans une casserole à feu moyen, versez l'oignon émincé (haché) avec le ras el hanout et un filet d'huile d'olive. Une fois que les oignons sont transparents, ajoutez des tomates confites hachées grossièrement. Pour cela, veillez à bien absorber l'excédent d'huile à l'aide d'un essuie-tout.Mettez à feu doux et verser le fromage. Une fois que celui- est crémeux, versez le poulet effiloché et mélangez jusqu'à ce que la farce soit bien homogène. Réserver la farce dans une assiette pour qu'elle refroidisse à température ambiante.
1301;283;2;Dans un récipient versez le farines, le sel, l'huile d'olive et enfin l'eau tiède. Mélanger au début avec une cuillère en bois puis finir à la main. La pâte ne doit plus coller et être homogène.
1302;283;3;Divisez votre pâte en 8 pâtons de pâte. Abaissez un pâton avec le rouleau à pâtisserie pour former un rond, fariner un peu le plan de travail pour ne pas que la pâte ne colle. 
1303;283;4;Préchauffer le four à 190°C.Au centre versez votre farce et refermez le pâton en rabattant petit à petit avec les doigts. Réaliser cette opération encore 7 fois. 
